Date,Signal,Daily Return,Drawdown,Equity Curve
2008-03-25,0,0.0,0.0,1.0
2008-03-26,1,0.0,0.0,1.0
2008-03-27,1,-0.0009259259259258856,-0.0009259259259258856,0.9990740740740741
2008-03-28,1,0.0017608897126968337,0.0,1.0008333333333332
2008-03-31,1,-0.0012027014524933488,-0.0012027014524933488,0.9996296296296295
2008-04-01,1,-0.005650240829937037,-0.006846146729577285,0.9939814814814814
2008-04-02,1,-0.002515137401024603,-0.009344065130909462,0.9914814814814814
2008-04-03,1,-0.0009338812103100169,-0.010269220094365705,0.9905555555555555
2008-04-04,1,0.003739016638623971,-0.00656860024054029,0.9942592592592592
2008-04-07,1,-0.003538834047308592,-0.010084189101674523,0.9907407407407407
2008-04-08,1,0.00037383177570093906,-0.009714127116291937,0.991111111111111
2008-04-09,1,0.004297458893871342,-0.005458414284392643,0.9953703703703702
2008-04-10,1,-0.0026976744186046897,-0.008141363678416225,0.992685185185185
2008-04-11,1,0.0022385971457887788,-0.00592099176612082,0.9949074074074074
2008-04-14,1,-0.0007445323406235493,-0.006661115736885881,0.9941666666666666
2008-04-15,1,-0.0016764459346186866,-0.008326394671107407,0.9924999999999999
2008-04-16,1,-0.005877413937867337,-0.014154870940882636,0.9866666666666666
2008-04-17,1,-0.002721471471471504,-0.016837820334906106,0.9839814814814813
2008-04-18,1,-0.0015996988802108314,-0.01841058377278204,0.9824074074074072
2008-04-21,1,0.0007540056550425778,-0.017670459802016758,0.9831481481481481
2008-04-22,1,-0.0009417969485779887,-0.018595614765473223,0.9822222222222221
2008-04-23,1,-0.0002828054298642524,-0.018873161254510218,0.9819444444444443
2008-04-24,1,-0.0047147571900046925,-0.023498936071792098,0.9773148148148146
2008-04-25,1,-0.0015158692562765586,-0.02497918401332222,0.9758333333333332
2008-04-28,1,0.001423284941645342,-0.02359145156813769,0.9772222222222221
2008-04-29,1,0.0006632556376728882,-0.02294384309371833,0.9778703703703702
2008-04-30,1,0.0009468800303000791,-0.022018688130261976,0.978796296296296
2008-05-01,1,-0.0009459842966605958,-0.02294384309371833,0.9778703703703702
2008-05-02,1,-0.003598144115140589,-0.026459431954852564,0.9743518518518517
2008-05-05,1,0.0004751496721466797,-0.025996854473124387,0.9748148148148146
2008-05-06,1,-0.0006648936170213782,-0.026644462947543968,0.9741666666666663
2008-05-07,1,0.0014257199885943095,-0.025256730502359326,0.9755555555555553
2008-05-08,1,0.0029422930903568734,-0.022388750115644562,0.9784259259259257
2008-05-09,1,0.0010409766253429709,-0.021371079655842617,0.9794444444444441
2008-05-12,1,-0.0009453582907921199,-0.02229623461929897,0.9785185185185182
2008-05-13,1,-0.006150643451930393,-0.028309741881765382,0.9724999999999997
2008-05-14,1,-0.0019042178425212608,-0.0301600518086782,0.9706481481481478
2008-05-15,1,0.00343413145092053,-0.02682949394023526,0.9739814814814811
2008-05-16,1,-0.0002851982127578534,-0.027107040429272145,0.9737037037037034
2008-05-19,1,0.0008558387219474994,-0.02627440096216138,0.9745370370370368
2008-05-20,1,0.0027553444180523634,-0.0235914515681378,0.977222222222222
2008-05-21,1,-0.002653022550691664,-0.02618188546581568,0.9746296296296294
2008-05-22,1,-0.004370131103933139,-0.030437598297715085,0.9703703703703701
2008-05-23,1,0.0033396946564885344,-0.027199555925617735,0.9736111111111109
2008-05-27,1,-0.0032334759866857743,-0.030345082801369494,0.9704629629629626
2008-05-28,1,-0.003625608243488121,-0.033860671662503616,0.9669444444444442
2008-05-29,1,-0.0022024322512688155,-0.03598852807845343,0.9648148148148145
2008-05-30,1,0.0007677543186179747,-0.03524840410768837,0.9655555555555552
2008-06-02,1,0.005657844265439138,-0.029789989823295726,0.9710185185185181
2008-06-03,1,0.0032421092781538263,-0.02664446294754408,0.9741666666666662
2008-06-04,1,-0.0009504799923960583,-0.02756961791100032,0.9732407407407404
2008-06-05,1,-0.0029492912187232267,-0.030437598297715085,0.9703703703703701
2008-06-06,1,0.0034351145038167274,-0.027107040429272145,0.9737037037037034
2008-06-09,1,-0.006276150627614996,-0.033213063188084146,0.9675925925925923
2008-06-10,1,-0.0053588516746411186,-0.038393930983439906,0.9624074074074072
2008-06-11,1,0.0020203963825284887,-0.036451105560181385,0.9643518518518517
2008-06-12,1,-0.006144983197311604,-0.042372097326302316,0.9584259259259257
2008-06-13,1,-0.002125398512221044,-0.04440743824590632,0.9563888888888886
2008-06-16,1,0.0004840739665019633,-0.04394486076417825,0.9568518518518515
2008-06-17,1,0.00183859105864137,-0.042187066333611134,0.9586111111111107
2008-06-18,1,0.003090891529025308,-0.03922657045055089,0.9615740740740736
2008-06-19,1,-0.00288878189696673,-0.04200203534091995,0.9587962962962958
2008-06-20,1,0.003283437952679824,-0.038856508465168305,0.9619444444444439
2008-06-23,1,-0.0019251131003946709,-0.04070681839208112,0.960092592592592
2008-06-24,1,0.0029896807792457736,-0.03783883800536647,0.9629629629629624
2008-06-25,1,0.0,-0.03783883800536647,0.9629629629629624
2008-06-26,1,0.004615384615384688,-0.03339809418077577,0.9674074074074068
2008-06-27,1,0.0012442572741193647,-0.032195392728282535,0.9686111111111104
2008-06-30,1,-0.001051524710830698,-0.03321306318808459,0.9675925925925919
2008-07-01,1,-0.0003827751196172624,-0.033583125173467177,0.9672222222222215
2008-07-02,1,0.0015316867700556624,-0.03210287723193683,0.9687037037037032
2008-07-03,1,0.0005735041101129212,-0.03154778425386284,0.9692592592592588
2008-07-07,1,0.0021016431027893745,-0.029512443334258953,0.9712962962962958
2008-07-08,1,0.0013346043851287792,-0.028217226385419902,0.9725925925925921
2008-07-09,1,0.0018088347296267848,-0.026459431954852897,0.9743518518518514
2008-07-10,1,0.0005701796065760156,-0.025904338976779018,0.9749074074074069
2008-07-11,1,-0.006363377338778675,-0.03210287723193683,0.9687037037037032
2008-07-14,1,0.0031542726056204007,-0.029049865852530665,0.9717592592592588
2008-07-15,1,0.0022868032396379245,-0.02682949394023537,0.973981481481481
2008-07-16,1,-0.0023766517729821857,-0.029142381348876256,0.9716666666666662
2008-07-17,1,-0.004859919954259495,-0.03386067166250373,0.966944444444444
2008-07-18,1,-0.0019151584793641874,-0.035710981589416546,0.9650925925925922
2008-07-21,1,0.0,-0.035710981589416546,0.9650925925925922
2008-07-22,1,-0.0016310083469250891,-0.03728374502729237,0.9635185185185181
2008-07-23,1,-0.0024024601191620087,-0.039596632435933254,0.9612037037037033
2008-07-24,1,0.005972449667662083,-0.03386067166250373,0.966944444444444
2008-07-25,1,-0.0032557694149191185,-0.0370061985382556,0.9637962962962958
2008-07-28,1,0.003938899029685805,-0.03321306318808437,0.9675925925925921
2008-07-29,1,-0.0012440191387559363,-0.03441576464057772,0.9663888888888884
2008-07-30,1,-0.0002874389192296656,-0.0346933111296146,0.9661111111111106
2008-07-31,1,0.0023001725129383477,-0.03247293921731942,0.9683333333333327
2008-08-01,1,0.0011474469305794432,-0.03136275326117177,0.9694444444444438
2008-08-04,1,-0.0009551098376313627,-0.03228790822462824,0.9685185185185178
2008-08-05,1,-0.0008604206500955058,-0.03312054769173889,0.9676851851851845
2008-08-06,1,-0.001243900105253215,-0.03432324914423235,0.9664814814814807
2008-08-07,1,0.00507760107300248,-0.029419927837913584,0.9713888888888881
2008-08-08,1,-0.0016204365646744767,-0.030992691275789408,0.969814814814814
2008-08-11,1,-0.001909490166125516,-0.032843001202702116,0.9679629629629622
2008-08-12,1,0.0037306294241439275,-0.02923489684522218,0.9715740740740734
2008-08-13,1,-0.0013342228152101177,-0.03053011379406112,0.9702777777777771
2008-08-14,1,0.0017177211565988504,-0.028864834859839705,0.9719444444444437
2008-08-15,1,0.0014289797084880984,-0.027477102414655064,0.9733333333333326
2008-08-18,1,0.0014269406392692918,-0.026089369969470644,0.9747222222222214
2008-08-19,1,-0.00037997530160527315,-0.02645943195485312,0.9743518518518511
2008-08-20,1,0.0019956286230162767,-0.02451660653159471,0.9762962962962956
2008-08-21,1,-0.001991654021244238,-0.02645943195485312,0.9743518518518511
2008-08-22,1,-0.0020906585574456127,-0.02849477287445712,0.9723148148148141
2008-08-25,1,0.00323778687744003,-0.025349245998705694,0.975462962962962
2008-08-26,1,-0.00028476506881824903,-0.02562679248774269,0.9751851851851842
2008-08-27,1,0.0008545385491833812,-0.024794153020632037,0.9760185185185174
2008-08-28,1,-0.0012332795749928627,-0.025996854473125275,0.9748148148148137
2008-08-29,1,-0.0004749240121579845,-0.026459431954853452,0.9743518518518508
2008-09-02,1,0.004086287180461667,-0.022481265611991152,0.9783333333333321
2008-09-03,1,0.0017035775127769437,-0.020815986677769516,0.9799999999999989
2008-09-04,1,0.0018896447467875443,-0.01896567675085692,0.9818518518518506
2008-09-05,1,-0.0015088645794041344,-0.020445924692387263,0.980370370370369
2008-09-08,1,-0.0012278050623346637,-0.02164862614488039,0.9791666666666654
2008-09-09,1,0.002647754137115932,-0.01905819224720251,0.9817592592592581
2008-09-10,1,-0.0014146939545411907,-0.02044592469238704,0.9803703703703692
2008-09-11,1,0.0010389119758216214,-0.019428254232585096,0.9813888888888876
2008-09-12,1,-0.0031135012737050216,-0.02248126561199104,0.9783333333333322
2008-09-15,1,0.012398258565209153,-0.010361735590712517,0.9904629629629618
2008-09-16,1,-0.0024305880153314696,-0.012767138495699215,0.9880555555555542
2008-09-17,1,0.006184987348889726,-0.006661115736886991,0.9941666666666655
2008-09-18,1,-0.0003725435410264488,-0.007031177722269577,0.9937962962962951
2008-09-19,1,-0.016398024783378373,-0.023313905079101804,0.9774999999999988
2008-09-22,1,-0.0013261343184615138,-0.024609122027940633,0.9762037037037027
2008-09-23,1,0.0002845489898508635,-0.02433157553890386,0.9764814814814803
2008-09-24,1,0.004361843352929995,-0.020075862707004566,0.9807407407407395
2008-09-25,1,-0.005003776435045348,-0.02497918401332344,0.975833333333332
2008-09-26,1,0.0020874845810798792,-0.02294384309371944,0.9778703703703691
2008-09-29,1,0.009942240318151718,-0.013229715977427503,0.9875925925925912
2008-09-30,1,-0.011438214888430553,-0.024516606531595375,0.9762962962962949
2008-10-01,1,0.003414264036418757,-0.021186048663152435,0.9796296296296282
2008-10-02,1,0.0060491493383743045,-0.015265056897031615,0.9855555555555541
2008-10-03,1,0.0002818489289739823,-0.014987510407994842,0.9858333333333318
2008-10-06,1,0.009674086597163623,-0.005458414284393975,0.9953703703703689
2008-10-07,1,-0.0031627906976744447,-0.008603941160145623,0.9922222222222208
2008-10-08,1,-0.008585293019783502,-0.017115366823944322,0.9837037037037023
2008-10-09,1,-0.004894578313253017,-0.021926172633917496,0.9788888888888875
2008-10-10,1,0.0023647370412409607,-0.01961328522527661,0.9812037037037022
2008-10-13,1,0.0,-0.01961328522527661,0.9812037037037022
