Price History: TLT-US,,,,,,,,,,
,,,,,,,,,,
.,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Date,Price,CVol,% Change,Open,Low,High,NAV,Total Return (Gross),% Return,Cumulative Return %
04/13/17,123.47,8396661,0.31,123.45,122.91,123.74,123.54,172.99,0.31,98.00
04/17/17,123.09,8015015,-0.31,123.46,122.86,123.55,122.93,172.46,-0.31,97.39
04/18/17,124.70,11529700,1.31,123.86,123.55,124.98,124.58,174.71,1.31,99.97
04/19/17,124.02,7343991,-0.55,124.10,123.70,124.17,124.11,173.76,-0.55,98.88
04/20/17,123.54,7932918,-0.39,123.73,123.14,123.92,123.52,173.09,-0.39,98.11
04/21/17,123.54,9798520,,123.82,123.49,124.24,123.46,173.09,,98.11
04/24/17,122.93,8066371,-0.49,122.55,122.46,123.16,122.85,172.23,-0.49,97.13
04/25/17,121.45,8122253,-1.20,122.21,121.38,122.46,121.69,170.16,-1.20,94.76
04/26/17,122.12,5766213,0.55,121.52,121.43,122.14,121.91,171.10,0.55,95.83
04/27/17,122.08,4978328,-0.03,121.75,121.58,122.35,122.04,171.04,-0.03,95.77
04/28/17,122.35,8166295,0.22,121.60,121.55,122.44,122.30,171.42,0.22,96.20
05/01/17,121.08,8795929,-1.04,121.69,120.71,122.14,120.89,170.00,-0.83,94.57
05/02/17,121.70,6727813,0.51,120.97,120.94,121.78,121.56,170.87,0.51,95.57
05/03/17,121.78,8932912,0.07,122.22,121.55,122.39,122.04,170.98,0.07,95.70
05/04/17,121.18,9707211,-0.49,121.01,120.67,121.22,121.01,170.14,-0.49,94.73
05/05/17,121.29,5605412,0.09,121.38,120.89,121.47,121.23,170.29,0.09,94.91
05/08/17,120.63,8057780,-0.54,121.11,120.53,121.14,120.75,169.37,-0.54,93.85
05/09/17,120.62,5536746,-0.01,120.38,120.14,120.63,120.29,169.35,-0.01,93.83
05/10/17,120.48,6517131,-0.12,120.91,120.16,121.06,120.22,169.15,-0.12,93.61
05/11/17,120.48,7479834,,120.00,119.91,120.57,120.31,169.15,,93.61
05/12/17,121.39,7464184,0.76,121.01,120.98,121.49,121.23,170.43,0.76,95.07
05/15/17,121.06,5173188,-0.27,121.06,120.75,121.21,121.03,169.97,-0.27,94.54
05/16/17,121.51,6722728,0.37,121.11,121.11,121.89,121.33,170.60,0.37,95.26
05/17/17,123.28,11236440,1.46,122.63,122.39,123.54,123.45,173.09,1.46,98.11
05/18/17,123.42,8350484,0.11,123.75,123.19,123.94,123.34,173.28,0.11,98.33
05/19/17,123.71,11277440,0.23,123.36,123.01,123.78,123.39,173.69,0.23,98.80
05/22/17,123.37,4063071,-0.27,123.41,123.26,123.56,123.24,173.21,-0.27,98.25
05/23/17,122.54,7901311,-0.67,123.51,122.48,123.62,122.61,172.05,-0.67,96.92
05/24/17,123.23,7468346,0.56,122.80,122.54,123.26,122.88,173.02,0.56,98.03
05/25/17,123.27,6464812,0.03,123.02,122.76,123.28,123.18,173.07,0.03,98.09
05/26/17,123.48,2963919,0.17,123.55,123.25,123.74,123.30,173.37,0.17,98.43
05/30/17,124.09,4819358,0.49,124.03,123.74,124.14,123.97,174.22,0.49,99.41
05/31/17,124.40,8000164,0.25,124.05,124.03,124.65,124.59,174.66,0.25,99.91
06/01/17,124.15,9037271,-0.20,123.70,123.66,124.19,124.06,174.68,0.01,99.93
06/02/17,125.62,13245040,1.18,125.22,125.05,125.77,125.42,176.74,1.18,102.29
06/05/17,124.84,6775466,-0.62,124.90,124.78,125.16,124.77,175.65,-0.62,101.04
06/06/17,125.52,12841470,0.54,125.69,125.40,125.87,125.47,176.60,0.54,102.13
06/07/17,124.92,12852350,-0.48,125.24,124.79,125.52,124.89,175.76,-0.48,101.17
06/08/17,124.59,8758621,-0.26,124.88,124.30,124.88,124.53,175.30,-0.26,100.64
06/09/17,124.40,5130548,-0.15,124.08,123.98,124.64,124.50,175.03,-0.15,100.33
06/12/17,124.36,4335780,-0.03,124.21,124.14,124.99,124.24,174.97,-0.03,100.27
06/13/17,124.38,4742571,0.02,124.01,123.99,124.52,124.39,175.00,0.02,100.30
06/14/17,126.30,20212290,1.54,125.92,125.73,126.71,126.21,177.70,1.54,103.39
06/15/17,126.10,5863708,-0.16,126.09,125.83,126.33,126.12,177.42,-0.16,103.07
06/16/17,126.35,6672543,0.20,126.08,126.01,126.44,126.19,177.77,0.20,103.47
06/19/17,126.17,5641338,-0.14,126.32,126.03,126.48,126.11,177.52,-0.14,103.18
06/20/17,127.30,8405680,0.90,126.79,126.79,127.40,127.29,179.11,0.90,105.00
06/21/17,127.56,5914825,0.20,127.11,126.90,127.65,127.57,179.47,0.20,105.42
06/22/17,127.84,6608055,0.22,127.71,127.31,127.87,127.54,179.87,0.22,105.87
06/23/17,127.78,4329910,-0.05,127.47,127.40,127.90,127.77,179.78,-0.05,105.77
06/26/17,128.26,5541628,0.38,128.27,128.16,128.57,128.19,180.46,0.38,106.55
06/27/17,126.89,8354227,-1.07,127.43,126.62,127.49,127.05,178.53,-1.07,104.34
06/28/17,126.47,7357931,-0.33,126.67,125.98,126.71,126.34,177.94,-0.33,103.66
06/29/17,125.41,9116011,-0.84,125.01,124.90,125.72,125.45,176.45,-0.84,101.96
06/30/17,125.12,10189810,-0.23,125.19,124.85,125.39,124.91,176.04,-0.23,101.49
07/03/17,124.46,11021120,-0.53,125.00,124.02,125.04,124.14,175.48,-0.32,100.84
07/05/17,124.49,11394540,0.02,124.20,124.12,124.65,124.39,175.52,0.02,100.89
07/06/17,123.46,10853050,-0.83,123.52,122.93,123.64,123.33,174.07,-0.83,99.23
07/07/17,122.72,9401813,-0.60,122.84,122.59,123.03,122.64,173.02,-0.60,98.03
07/10/17,122.90,3859189,0.15,122.87,122.68,123.10,122.91,173.28,0.15,98.32
07/11/17,123.11,4425579,0.17,122.86,122.71,123.33,122.95,173.57,0.17,98.66
07/12/17,123.96,7839923,0.69,123.89,123.49,124.04,123.60,174.77,0.69,100.03
07/13/17,123.18,7449253,-0.63,123.60,122.81,123.65,123.05,173.67,-0.63,98.78
07/14/17,123.33,6566826,0.12,124.10,123.12,124.16,123.32,173.88,0.12,99.02
07/17/17,123.67,4737647,0.28,123.33,123.27,123.99,123.70,174.36,0.28,99.57
07/18/17,124.75,9163037,0.87,124.43,124.23,124.77,124.69,175.88,0.87,101.31
07/19/17,124.80,5140862,0.04,124.78,124.59,125.01,124.83,175.95,0.04,101.39
07/20/17,125.16,12239090,0.29,125.49,124.97,125.73,125.05,176.46,0.29,101.97
07/21/17,125.69,6201481,0.42,125.73,125.57,126.03,125.84,177.21,0.42,102.83
07/24/17,125.20,5378534,-0.39,125.45,125.16,125.66,125.21,176.52,-0.39,102.04
07/25/17,123.57,9743266,-1.30,124.14,123.47,124.19,123.48,174.22,-1.30,99.41
07/26/17,123.77,8459547,0.16,123.27,123.08,124.09,123.88,174.50,0.16,99.73
07/27/17,123.16,6390798,-0.49,123.11,122.82,123.38,123.16,173.64,-0.49,98.74
07/28/17,123.89,5491761,0.59,123.27,123.26,123.99,123.88,174.67,0.59,99.92
07/31/17,124.04,5464596,0.12,123.46,123.40,124.05,123.77,174.88,0.12,100.16
08/01/17,124.64,9676842,0.48,123.18,123.16,124.71,124.66,176.11,0.70,101.57
08/02/17,124.71,5745622,0.06,124.77,124.68,125.17,124.85,176.21,0.06,101.68
08/03/17,126.00,10324510,1.03,125.29,125.26,126.02,125.72,178.03,1.03,103.76
08/04/17,124.93,8485492,-0.85,125.15,124.44,125.18,124.80,176.52,-0.85,102.03
08/07/17,125.07,4684576,0.11,124.84,124.61,125.10,125.01,176.72,0.11,102.26
08/08/17,124.62,6197386,-0.36,124.87,124.15,124.98,124.35,176.08,-0.36,101.53
08/09/17,125.30,9221830,0.55,125.93,125.20,125.95,125.44,177.04,0.55,102.63
08/10/17,126.37,10378220,0.85,125.62,125.52,126.44,126.13,178.55,0.85,104.36
08/11/17,126.43,5717807,0.05,125.77,125.55,126.46,126.26,178.64,0.05,104.46
08/14/17,125.78,5111040,-0.51,125.99,125.73,126.28,125.93,177.72,-0.51,103.41
08/15/17,125.25,7473231,-0.42,124.73,124.71,125.54,125.14,176.97,-0.42,102.55
08/16/17,125.71,5283779,0.37,124.83,124.81,126.02,125.88,177.62,0.37,103.30
08/17/17,126.65,9364681,0.75,125.70,125.51,126.68,126.45,178.95,0.75,104.82
08/18/17,126.62,8382502,-0.02,126.98,126.26,127.15,126.58,178.91,-0.02,104.77
08/21/17,126.93,7669826,0.24,126.77,126.50,127.02,126.89,179.34,0.24,105.27
08/22/17,126.44,6140708,-0.39,126.79,126.27,126.81,126.32,178.65,-0.39,104.48
08/23/17,127.30,7446363,0.68,127.04,126.76,127.31,127.20,179.87,0.68,105.87
08/24/17,126.83,5569401,-0.37,126.88,126.72,127.31,126.77,179.20,-0.37,105.11
08/25/17,127.32,7303300,0.39,127.02,126.87,127.45,127.21,179.89,0.39,105.90
08/28/17,127.24,4448548,-0.06,126.92,126.73,127.39,127.28,179.78,-0.06,105.77
08/29/17,127.65,7659555,0.32,128.46,127.31,128.52,127.41,180.36,0.32,106.43
08/30/17,127.61,4735194,-0.03,127.46,127.34,127.74,127.40,180.30,-0.03,106.37
08/31/17,127.99,7978406,0.30,127.64,127.57,128.03,127.95,180.84,0.30,106.98
09/01/17,126.75,14128580,-0.97,127.31,126.43,127.34,126.72,179.46,-0.76,105.40
09/05/17,128.76,15220690,1.59,127.69,127.69,128.80,128.63,182.31,1.59,108.66
09/06/17,127.97,9066915,-0.61,128.72,127.74,129.00,127.82,181.19,-0.61,107.38
09/07/17,129.28,13618860,1.02,128.33,128.33,129.57,128.91,183.04,1.02,109.50
09/08/17,129.00,9808531,-0.22,129.11,128.57,129.16,128.81,182.65,-0.22,109.05
09/11/17,127.46,17856690,-1.19,127.87,127.26,128.05,127.48,180.47,-1.19,106.55
09/12/17,126.79,7557437,-0.53,127.05,126.53,127.09,126.72,179.52,-0.53,105.47
09/13/17,126.29,6740040,-0.39,126.91,126.28,126.92,126.27,178.81,-0.39,104.66
09/14/17,126.81,6674530,0.41,126.37,126.33,126.83,126.55,179.55,0.41,105.50
09/15/17,126.86,9769178,0.04,127.00,126.54,127.01,126.72,179.62,0.04,105.58
09/18/17,126.13,6862991,-0.58,126.50,125.84,126.57,126.02,178.58,-0.58,104.40
09/19/17,125.82,5554948,-0.25,126.28,125.73,126.31,125.80,178.14,-0.25,103.90
09/20/17,125.91,8036991,0.07,125.97,125.33,126.05,125.58,178.27,0.07,104.04
09/21/17,125.84,6147895,-0.06,126.16,125.82,126.56,125.90,178.17,-0.06,103.93
09/22/17,126.20,5660664,0.29,126.50,126.06,126.73,126.15,178.68,0.29,104.51
09/25/17,126.99,9679004,0.63,126.32,126.20,127.27,127.02,179.80,0.63,105.79
09/26/17,126.76,7251877,-0.18,126.77,126.43,126.89,126.81,179.47,-0.18,105.42
09/27/17,124.85,12145700,-1.51,124.87,124.61,125.30,124.72,176.77,-1.51,102.32
09/28/17,124.48,8883733,-0.30,124.21,123.97,124.65,124.60,176.25,-0.30,101.72
09/29/17,124.76,11285470,0.22,124.76,124.27,125.03,124.80,176.64,0.22,102.18
10/02/17,124.28,7860723,-0.38,124.81,124.24,125.00,124.48,176.32,-0.18,101.81
10/03/17,124.40,6219818,0.10,123.92,123.92,124.51,124.31,176.49,0.10,102.00
10/04/17,124.41,7446965,0.01,124.53,123.88,124.59,124.23,176.50,0.01,102.02
10/05/17,123.94,8180271,-0.38,124.27,123.69,124.30,123.87,175.84,-0.38,101.26
10/06/17,123.59,10375030,-0.28,123.29,123.03,124.10,123.60,175.34,-0.28,100.69
10/09/17,123.98,3590926,0.32,123.78,123.64,124.06,123.63,175.89,0.32,101.32
10/10/17,124.18,6666768,0.16,124.14,124.02,124.87,124.22,176.18,0.16,101.65
10/11/17,124.42,4385859,0.19,124.57,124.26,124.66,124.35,176.52,0.19,102.04
10/12/17,124.95,7141586,0.43,124.55,124.24,124.98,124.86,177.27,0.43,102.90
10/13/17,125.85,7747000,0.72,125.58,125.17,125.94,125.79,178.55,0.72,104.36
10/16/17,125.76,5737322,-0.07,125.53,125.38,125.90,125.59,178.42,-0.07,104.21
10/17/17,125.92,4969626,0.13,125.39,125.39,126.09,126.02,178.65,0.13,104.47
10/18/17,125.09,5943823,-0.66,125.05,124.68,125.18,124.94,177.47,-0.66,103.12
10/19/17,125.31,8966467,0.18,125.74,125.27,126.01,125.47,177.78,0.18,103.48
10/20/17,123.98,12326910,-1.06,124.00,123.64,124.28,123.98,175.89,-1.06,101.32
10/23/17,124.20,6871125,0.18,124.16,124.02,124.49,124.12,176.21,0.18,101.68
10/24/17,123.43,6842843,-0.62,123.37,123.15,123.69,123.39,175.11,-0.62,100.43
10/25/17,122.84,9961406,-0.48,122.53,122.42,122.98,122.69,174.28,-0.48,99.47
10/26/17,122.43,8179440,-0.33,123.06,122.43,123.06,122.56,173.70,-0.33,98.80
10/27/17,123.24,10480860,0.66,122.94,122.75,123.33,123.08,174.84,0.66,100.12
10/30/17,124.42,9051612,0.96,123.86,123.56,124.46,124.33,176.52,0.96,102.04
10/31/17,124.46,4424322,0.03,124.53,124.40,124.66,124.49,176.58,0.03,102.10
11/01/17,124.75,8940443,0.23,124.35,124.30,125.14,124.53,177.36,0.44,103.00
11/02/17,125.30,7222693,0.44,125.00,124.92,125.52,125.28,178.14,0.44,103.89
11/03/17,125.64,10984060,0.27,125.47,125.14,125.70,125.45,178.63,0.27,104.45
11/06/17,126.11,6246719,0.37,125.93,125.72,126.22,126.05,179.29,0.37,105.21
11/07/17,126.64,6422666,0.42,126.23,126.13,126.78,126.67,180.05,0.42,106.07
11/08/17,126.36,3356399,-0.22,126.59,126.21,126.80,126.36,179.65,-0.22,105.62
11/09/17,126.00,6280364,-0.28,125.87,125.55,126.24,125.88,179.14,-0.28,105.03
11/10/17,124.10,11980950,-1.51,124.71,123.96,124.84,124.18,176.44,-1.51,101.94
11/13/17,124.36,5880784,0.21,124.80,124.31,124.81,124.41,176.81,0.21,102.36
11/14/17,125.20,6195891,0.68,124.77,124.77,125.24,125.05,178.00,0.68,103.73
11/15/17,126.56,9568163,1.09,126.06,125.64,126.67,126.34,179.93,1.09,105.94
11/16/17,125.46,5894944,-0.87,126.01,125.45,126.33,125.77,178.37,-0.87,104.15
11/17/17,126.39,6938792,0.74,126.07,125.96,126.44,126.05,179.69,0.74,105.67
11/20/17,126.34,4232349,-0.04,125.91,125.91,126.38,126.06,179.62,-0.04,105.59
11/21/17,126.74,5818422,0.32,127.09,126.31,127.29,126.68,180.19,0.32,106.24
11/22/17,127.15,4140708,0.32,126.62,126.51,127.20,127.04,180.77,0.32,106.90
11/24/17,126.80,3141388,-0.28,126.93,126.69,127.03,126.74,180.27,-0.28,106.33
11/27/17,126.62,6079853,-0.14,126.86,126.42,127.05,126.69,180.02,-0.14,106.04
11/28/17,126.79,5983021,0.13,126.77,126.47,127.18,126.68,180.26,0.13,106.32
11/29/17,125.54,14547150,-0.99,125.56,125.10,125.68,125.54,178.48,-0.99,104.28
11/30/17,125.12,9630008,-0.33,125.31,124.44,125.52,125.21,177.89,-0.33,103.60
12/01/17,126.55,24583130,1.14,125.87,125.10,127.69,126.66,180.28,1.35,106.34
12/04/17,126.61,9609316,0.05,125.92,125.81,126.67,126.49,180.37,0.05,106.44
12/05/17,127.24,10958830,0.50,126.47,126.45,127.50,127.34,181.26,0.50,107.47
12/06/17,127.68,11834450,0.35,127.87,127.66,128.23,127.66,181.89,0.35,108.19
12/07/17,126.68,13056810,-0.78,127.93,126.30,128.10,126.33,180.47,-0.78,106.55
12/08/17,126.69,4786306,0.01,126.59,126.24,126.74,126.35,180.48,0.01,106.57
12/11/17,126.43,3863802,-0.21,126.86,126.41,127.09,126.47,180.11,-0.21,106.15
12/12/17,126.38,7502439,-0.04,126.17,125.67,126.41,126.23,180.04,-0.04,106.07
12/13/17,127.33,8532859,0.75,126.81,126.59,127.39,127.29,181.39,0.75,107.61
12/14/17,127.87,6884986,0.42,127.05,126.79,127.98,127.86,182.16,0.42,108.49
12/15/17,128.35,7239398,0.38,127.81,127.56,128.59,128.28,182.85,0.38,109.28
12/18/17,127.18,7239706,-0.91,127.97,126.91,128.00,127.01,181.18,-0.91,107.37
12/19/17,125.53,11045780,-1.30,126.32,125.07,126.38,125.24,178.83,-1.30,104.68
12/20/17,124.14,10005780,-1.11,124.31,123.95,124.71,124.06,176.85,-1.11,102.41
12/21/17,124.60,7026878,0.37,124.03,124.00,124.86,124.74,177.88,0.58,103.59
12/22/17,124.77,3974571,0.14,124.70,124.53,124.84,124.60,178.12,0.14,103.87
12/26/17,125.14,3168442,0.30,124.98,124.97,125.53,125.32,178.65,0.30,104.47
12/27/17,126.77,9059459,1.30,125.71,125.70,126.98,126.80,180.97,1.30,107.14
12/28/17,126.66,5297264,-0.09,126.53,126.37,126.83,126.59,180.82,-0.09,106.96
12/29/17,126.86,7580515,0.16,126.50,126.48,127.12,126.94,181.10,0.16,107.28
01/02/18,125.49,16238210,-1.08,126.49,125.07,126.51,125.46,179.15,-1.08,105.04
01/03/18,126.09,8605121,0.48,126.00,125.49,126.20,126.05,180.00,0.48,106.02
01/04/18,126.07,9217876,-0.02,125.65,125.37,126.16,126.04,179.97,-0.02,105.99
01/05/18,125.71,10915340,-0.29,125.87,125.36,126.18,125.51,179.46,-0.29,105.40
01/08/18,125.63,8850576,-0.06,125.99,125.17,126.03,125.46,179.35,-0.06,105.27
01/09/18,123.95,16226400,-1.34,124.81,123.81,124.83,123.86,176.95,-1.34,102.53
01/10/18,123.80,14302600,-0.12,122.81,122.66,123.93,123.75,176.73,-0.12,102.28
01/11/18,124.31,12511000,0.41,123.51,123.31,124.59,124.37,177.46,0.41,103.12
01/12/18,124.52,9987129,0.17,124.10,123.91,124.79,124.61,177.76,0.17,103.46
01/16/18,125.04,9125890,0.42,125.17,124.56,125.28,125.04,178.50,0.42,104.31
01/17/18,124.87,8326973,-0.14,125.08,124.60,125.64,124.73,178.26,-0.14,104.03
01/18/18,123.71,10843890,-0.93,123.93,123.54,124.27,123.86,176.61,-0.93,102.14
01/19/18,123.06,11374310,-0.53,123.40,122.98,123.56,123.33,175.68,-0.53,101.07
01/22/18,123.18,8985125,0.10,123.45,122.99,123.71,123.04,175.85,0.10,101.27
01/23/18,123.71,12325690,0.43,123.81,123.24,124.20,123.57,176.61,0.43,102.14
01/24/18,123.04,9038909,-0.54,122.85,122.54,123.13,122.79,175.65,-0.54,101.04
01/25/18,124.05,12173300,0.82,123.16,122.80,124.15,124.04,177.09,0.82,102.69
01/26/18,123.59,6462945,-0.37,123.88,123.10,123.91,123.38,176.43,-0.37,101.94
01/29/18,122.73,12223040,-0.70,122.97,122.30,122.97,122.75,175.21,-0.70,100.53
01/30/18,122.01,12064450,-0.59,122.28,121.70,122.37,121.97,174.18,-0.59,99.36
01/31/18,122.73,18045080,0.59,122.87,121.94,122.93,122.77,175.21,0.59,100.53
02/01/18,120.70,18632780,-1.65,122.48,120.63,122.53,121.20,172.67,-1.45,97.63
